"sid" "first.saccade.latency" "type" "N"
"06fbf" 0.349571943283081 "data" 189
"06fbf" 0.215094089508057 "data" 189
"06fbf" 0.2815101146698 "data" 189
"06fbf" 0.424870014190674 "data" 189
"06fbf" 0.442545890808105 "data" 189
"06fbf" 0.289026021957397 "data" 189
"06fbf" 0.223021984100342 "data" 189
"06fbf" 0.260513782501221 "data" 189
"06fbf" 0.304214954376221 "data" 189
"06fbf" 0.262232065200806 "data" 189
"06fbf" 0.237185001373291 "data" 189
"06fbf" 0.256659984588623 "data" 189
"06fbf" 0.338099002838135 "data" 189
"06fbf" 0.223910093307495 "data" 189
"06fbf" 0.288690090179443 "data" 189
"06fbf" 0.271735906600952 "data" 189
"06fbf" 0.22162389755249 "data" 189
"06fbf" 0.272011995315552 "data" 189
"06fbf" 0.343342065811157 "data" 189
"06fbf" 0.470114946365356 "data" 189
"06fbf" 0.278985977172852 "data" 189
"06fbf" 0.251540899276733 "data" 189
"06fbf" 0.224396944046021 "data" 189
"06fbf" 0.346994876861572 "data" 189
"06fbf" 0.271241188049316 "data" 189
"06fbf" 0.231986045837402 "data" 189
"06fbf" 0.27090311050415 "data" 189
"06fbf" 0.238548994064331 "data" 189
"06fbf" 0.431087017059326 "data" 189
"06fbf" 0.227152109146118 "data" 189
"06fbf" 0.260353088378906 "data" 189
"06fbf" 0.240052938461304 "data" 189
"06fbf" 0.264147996902466 "data" 189
"06fbf" 0.484233140945435 "data" 189
"06fbf" 0.213597059249878 "data" 189
"06fbf" 0.255871057510376 "data" 189
"06fbf" 0.220772981643677 "data" 189
"06fbf" 0.271680116653442 "data" 189
"06fbf" 0.27171516418457 "data" 189
"06fbf" 0.218739986419678 "data" 189
"06fbf" 0.212167978286743 "data" 189
"06fbf" 0.238944053649902 "data" 189
"06fbf" 0.245954036712646 "data" 189
"06fbf" 0.282963991165161 "data" 189
"06fbf" 0.265069007873535 "data" 189
"06fbf" 0.21641206741333 "data" 189
"06fbf" 0.238496065139771 "data" 189
"06fbf" 0.111408948898315 "data" 189
"06fbf" 0.247343063354492 "data" 189
"06fbf" 0.15926194190979 "data" 189
"06fbf" 0.221015930175781 "data" 189
"06fbf" 0.223278045654297 "data" 189
"06fbf" 0.2587571144104 "data" 189
"06fbf" 0.238559007644653 "data" 189
"06fbf" 0.224748849868774 "data" 189
"06fbf" 0.256962060928345 "data" 189
"06fbf" 0.259952068328857 "data" 189
"06fbf" 0.286445140838623 "data" 189
"06fbf" 0.229809999465942 "data" 189
"06fbf" 0.237289905548096 "data" 189
"06fbf" 0.238147020339966 "data" 189
"06fbf" 0.3371741771698 "data" 189
"06fbf" 0.00814104080200195 "data" 189
"06fbf" 0.225304126739502 "data" 189
"06fbf" 0.211179971694946 "data" 189
"06fbf" 0.248147010803223 "data" 189
"06fbf" 0.248156070709229 "data" 189
"06fbf" 0.29130220413208 "data" 189
"06fbf" 0.22458291053772 "data" 189
"06fbf" 0.224080085754395 "data" 189
"06fbf" 0.221864938735962 "data" 189
"06fbf" 0.230576038360596 "data" 189
"06fbf" 0.0233101844787598 "data" 189
"06fbf" 0.224905014038086 "data" 189
"06fbf" 0.227564096450806 "data" 189
"06fbf" 0.374607086181641 "data" 189
"06fbf" 0.258220911026001 "data" 189
"06fbf" 0.314273118972778 "data" 189
"06fbf" 0.288955926895142 "data" 189
"06fbf" 0.272310972213745 "data" 189
"06fbf" 0.261220932006836 "data" 189
"06fbf" 0.22042989730835 "data" 189
"06fbf" 0.238090991973877 "data" 189
"06fbf" 0.22579288482666 "data" 189
"06fbf" 0.176153898239136 "data" 189
"06fbf" 0.0737960338592529 "data" 189
"06fbf" 0.310533046722412 "data" 189
"06fbf" 0.27117395401001 "data" 189
"06fbf" 0.225950002670288 "data" 189
"06fbf" 0.208333015441895 "data" 189
"06fbf" 0.224305868148804 "data" 189
"06fbf" 0.217856884002686 "data" 189
"06fbf" 0.23845911026001 "data" 189
"06fbf" 0.0824670791625977 "data" 189
"06fbf" 0.225742816925049 "data" 189
"06fbf" 0.273936033248901 "data" 189
"06fbf" 0.244835138320923 "data" 189
"06fbf" 0.227812051773071 "data" 189
"06fbf" 0.251945018768311 "data" 189
"06fbf" 0.220605134963989 "data" 189
"06fbf" 0.239553928375244 "data" 189
"06fbf" 0.205434083938599 "data" 189
"06fbf" 0.315531015396118 "data" 189
"06fbf" 0.339417934417725 "data" 189
"06fbf" 0.212133884429932 "data" 189
"06fbf" 0.251466989517212 "data" 189
"06fbf" 0.222362995147705 "data" 189
"06fbf" 0.221246004104614 "data" 189
"06fbf" 0.22373104095459 "data" 189
"06fbf" 0.0214453883994488 "model" 189
"06fbf" 0.210150933800458 "model" 189
"06fbf" 0.272909213016951 "model" 189
"06fbf" 0.218240172572824 "model" 189
"06fbf" 0.0331552166683726 "model" 189
"06fbf" 0.277657348041429 "model" 189
"06fbf" 0.257634617073906 "model" 189
"06fbf" 0.573549237903461 "model" 189
"06fbf" 0.215199021776679 "model" 189
"06fbf" 0.0274575517476955 "model" 189
"06fbf" 0.267963316769537 "model" 189
"06fbf" 0.239744987658556 "model" 189
"06fbf" 0.211600878863881 "model" 189
"06fbf" 0.202448463842715 "model" 189
"06fbf" 0.214288557037632 "model" 189
"06fbf" 0.242136999012943 "model" 189
"06fbf" 0.23193127004569 "model" 189
"06fbf" 0.316713149355902 "model" 189
"06fbf" 0.394948257274827 "model" 189
"06fbf" 0.2877692217855 "model" 189
"06fbf" 0.239230678023802 "model" 189
"06fbf" 0.272030546414671 "model" 189
"06fbf" 0.221155542121657 "model" 189
"06fbf" 0.0269242246323478 "model" 189
"06fbf" 0.235299168572629 "model" 189
"06fbf" 0.295715744017346 "model" 189
"06fbf" 0.308074039493508 "model" 189
"06fbf" 0.220928373241476 "model" 189
"06fbf" 0.259580416809607 "model" 189
"06fbf" 0.0113086789351864 "model" 189
"06fbf" 0.0322497757806027 "model" 189
"06fbf" 0.230360562020417 "model" 189
"06fbf" 0.222153679505699 "model" 189
"06fbf" 0.280579125822821 "model" 189
"06fbf" 0.247881112059664 "model" 189
"06fbf" 0.1975006119627 "model" 189
"06fbf" 0.266390833498733 "model" 189
"06fbf" 0.0110670904632137 "model" 189
"06fbf" 0.243866772821249 "model" 189
"06fbf" 0.282075429874838 "model" 189
"06fbf" 0.279214454135864 "model" 189
"06fbf" 0.29093531472033 "model" 189
"06fbf" 0.210046303499876 "model" 189
"06fbf" 0.275820218098274 "model" 189
"06fbf" 0.301643163757138 "model" 189
"06fbf" 0.0145089975186881 "model" 189
"06fbf" 0.240120717657487 "model" 189
"06fbf" 0.209266288901931 "model" 189
"06fbf" 0.188253046010342 "model" 189
"06fbf" 0.4194705572814 "model" 189
"06fbf" 0.368606136767792 "model" 189
"06fbf" 0.262398970743124 "model" 189
"06fbf" 0.247799895631227 "model" 189
"06fbf" 0.333813632886342 "model" 189
"06fbf" 0.24243863204253 "model" 189
"06fbf" 0.259802622440532 "model" 189
"06fbf" 0.247392732246512 "model" 189
"06fbf" 0.36459662606778 "model" 189
"06fbf" 0.203121678144537 "model" 189
"06fbf" 0.259295998879987 "model" 189
"06fbf" 0.230097395748403 "model" 189
"06fbf" 0.32291143715858 "model" 189
"06fbf" 0.202605833294439 "model" 189
"06fbf" 0.31459509670034 "model" 189
"06fbf" 0.21137004827449 "model" 189
"06fbf" 0.0318901812085874 "model" 189
"06fbf" 0.377200277340779 "model" 189
"06fbf" 0.232607198158719 "model" 189
"06fbf" 0.243597471968152 "model" 189
"06fbf" 0.0219867205924211 "model" 189
"06fbf" 0.240503342779158 "model" 189
"06fbf" 0.0248762931873683 "model" 189
"06fbf" 0.217185754777145 "model" 189
"06fbf" 0.212575831939716 "model" 189
"06fbf" 0.27652513132381 "model" 189
"06fbf" 0.232373932506773 "model" 189
"06fbf" 0.24831595509699 "model" 189
"06fbf" 0.237365525730668 "model" 189
"06fbf" 0.430147297587514 "model" 189
"06fbf" 0.205781196815651 "model" 189
"06fbf" 0.38635697134436 "model" 189
"06fbf" 0.234763598920287 "model" 189
"06fbf" 0.218439039748174 "model" 189
"06fbf" 0.242874423732023 "model" 189
"06fbf" 0.291714042966969 "model" 189
"06fbf" 0.0234222403195375 "model" 189
"06fbf" 0.312521411662983 "model" 189
"06fbf" 0.452513436767665 "model" 189
"06fbf" 0.425282219977877 "model" 189
"06fbf" 0.253912995967678 "model" 189
"06fbf" 0.229262478245085 "model" 189
"06fbf" 0.234754291777849 "model" 189
"06fbf" 0.239013292753493 "model" 189
"06fbf" 0.24093659861381 "model" 189
"06fbf" 0.496234216194658 "model" 189
"06fbf" 0.328540195915025 "model" 189
"06fbf" 0.231452137754799 "model" 189
"06fbf" 0.20349132266783 "model" 189
"06fbf" 0.274600310784731 "model" 189
"06fbf" 0.0247425349271715 "model" 189
"06fbf" 0.195201320002364 "model" 189
"06fbf" 0.338050849431299 "model" 189
"06fbf" 0.257515176520927 "model" 189
"06fbf" 0.327560098089162 "model" 189
"06fbf" 0.0234698299419052 "model" 189
"06fbf" 0.201944175173417 "model" 189
"06fbf" 0.245863006332642 "model" 189
"06fbf" 0.257673909130705 "model" 189
"06fbf" 0.478738764276835 "model" 189
"06fbf" 0.230251209910517 "model" 189
"06fbf" 0.279173114209502 "model" 189
"06fbf" 0.213079114621146 "model" 189
"06fbf" 0.316134371282205 "model" 189
"06fbf" 0.215282379318967 "model" 189
"06fbf" 0.0209883022663016 "model" 189
"06fbf" 0.00337511382643663 "model" 189
"06fbf" 0.242952079775318 "model" 189
"06fbf" 0.249131821961546 "model" 189
"06fbf" 0.320083721066471 "model" 189
"06fbf" 0.286658556080396 "model" 189
"06fbf" 0.213458085521934 "model" 189
"06fbf" 0.582999563119419 "model" 189
"06fbf" 0.363369620845678 "model" 189
"06fbf" 0.302861885255853 "model" 189
"06fbf" 0.0126376839274123 "model" 189
"06fbf" 0.220070891728645 "model" 189
"1f330" 0.371198892593384 "data" 207
"1f330" 0.271571159362793 "data" 207
"1f330" 0.305546998977661 "data" 207
"1f330" 0.223469972610474 "data" 207
"1f330" 0.244827032089233 "data" 207
"1f330" 0.454755067825317 "data" 207
"1f330" 0.24551796913147 "data" 207
"1f330" 0.246925830841064 "data" 207
"1f330" 0.256830930709839 "data" 207
"1f330" 0.27068305015564 "data" 207
"1f330" 0.224307060241699 "data" 207
"1f330" 0.271200895309448 "data" 207
"1f330" 0.27341890335083 "data" 207
"1f330" 0.306386947631836 "data" 207
"1f330" 0.404973030090332 "data" 207
"1f330" 0.218123912811279 "data" 207
"1f330" 0.288201808929443 "data" 207
"1f330" 0.246133804321289 "data" 207
"1f330" 0.426251888275146 "data" 207
"1f330" 0.25964093208313 "data" 207
"1f330" 0.46230411529541 "data" 207
"1f330" 0.379963874816895 "data" 207
"1f330" 0.328460931777954 "data" 207
"1f330" 0.238229990005493 "data" 207
"1f330" 0.291786909103394 "data" 207
"1f330" 0.262602090835571 "data" 207
"1f330" 0.273092985153198 "data" 207
"1f330" 0.288846969604492 "data" 207
"1f330" 0.361196041107178 "data" 207
"1f330" 0.228667974472046 "data" 207
"1f330" 0.204588174819946 "data" 207
"1f330" 0.388276815414429 "data" 207
"1f330" 0.18337082862854 "data" 207
"1f330" 0.441677093505859 "data" 207
"1f330" 0.216730117797852 "data" 207
"1f330" 0.242099046707153 "data" 207
"1f330" 0.232659101486206 "data" 207
"1f330" 0.261564970016479 "data" 207
"1f330" 0.245718955993652 "data" 207
"1f330" 0.213069915771484 "data" 207
"1f330" 0.230953931808472 "data" 207
"1f330" 0.522958993911743 "data" 207
"1f330" 0.305269956588745 "data" 207
"1f330" 0.213871955871582 "data" 207
"1f330" 0.345670938491821 "data" 207
"1f330" 0.270637035369873 "data" 207
"1f330" 0.327448129653931 "data" 207
"1f330" 0.38804292678833 "data" 207
"1f330" 0.297600984573364 "data" 207
"1f330" 0.271661043167114 "data" 207
"1f330" 0.248089075088501 "data" 207
"1f330" 0.305276155471802 "data" 207
"1f330" 0.24531102180481 "data" 207
"1f330" 0.271524906158447 "data" 207
"1f330" 0.283183813095093 "data" 207
"1f330" 0.30425500869751 "data" 207
"1f330" 0.25660514831543 "data" 207
"1f330" 0.412312030792236 "data" 207
