"sid" "first.saccade.latency" "type"
"31fc9" 0.306355953216553 "data"
"31fc9" 0.25137186050415 "data"
"31fc9" 0.477545976638794 "data"
"31fc9" 0.339753866195679 "data"
"31fc9" 0.275764942169189 "data"
"31fc9" 0.253748893737793 "data"
"31fc9" 0.290489912033081 "data"
"31fc9" 0.279675006866455 "data"
"31fc9" 0.240674018859863 "data"
"31fc9" 0.244427919387817 "data"
"31fc9" 0.275223970413208 "data"
"31fc9" 0.278203010559082 "data"
"31fc9" 0.275081157684326 "data"
"31fc9" 0.251988887786865 "data"
"31fc9" 0.190320014953613 "data"
"31fc9" 0.290176153182983 "data"
"31fc9" 0.240309000015259 "data"
"31fc9" 0.240626811981201 "data"
"31fc9" 0.317552089691162 "data"
"31fc9" 0.285791158676147 "data"
"31fc9" 0.230819940567017 "data"
"31fc9" 0.286933898925781 "data"
"31fc9" 0.239748954772949 "data"
"31fc9" 0.437098979949951 "data"
"31fc9" 0.24831485748291 "data"
"31fc9" 0.477366924285889 "data"
"31fc9" 0.25452184677124 "data"
"31fc9" 0.24917197227478 "data"
"31fc9" 0.249542951583862 "data"
"31fc9" 0.273775815963745 "data"
"31fc9" 0.238409996032715 "data"
"31fc9" 0.274420022964478 "data"
"31fc9" 0.248934030532837 "data"
"31fc9" 0.0984668731689453 "data"
"31fc9" 0.451812028884888 "data"
"31fc9" 0.222227811813354 "data"
"31fc9" 0.247790098190308 "data"
"31fc9" 0.246763944625854 "data"
"31fc9" 0.369881868362427 "data"
"31fc9" 0.257560968399048 "data"
"31fc9" 0.248544931411743 "data"
"31fc9" 0.252426862716675 "data"
"31fc9" 0.253243923187256 "data"
"31fc9" 0.264920949935913 "data"
"31fc9" 0.274493932723999 "data"
"31fc9" 0.242753028869629 "data"
"31fc9" 0.248934984207153 "data"
"31fc9" 0.248518943786621 "data"
"31fc9" 0.258990049362183 "data"
"31fc9" 0.245500087738037 "data"
"31fc9" 0.252909898757935 "data"
"31fc9" 0.244379997253418 "data"
"31fc9" 0.250501155853271 "data"
"31fc9" 0.254783153533936 "data"
"31fc9" 0.286926984786987 "data"
"31fc9" 0.589209079742432 "data"
"31fc9" 0.458274841308594 "data"
"31fc9" 0.249619960784912 "data"
"31fc9" 0.262588977813721 "data"
"31fc9" 0.273699998855591 "data"
"31fc9" 0.242847919464111 "data"
"31fc9" 0.246097803115845 "data"
"31fc9" 0.279124975204468 "data"
"31fc9" 0.231626033782959 "data"
"31fc9" 0.309791088104248 "data"
"31fc9" 0.254639148712158 "data"
"31fc9" 0.277892112731934 "data"
"31fc9" 0.245110034942627 "data"
"31fc9" 0.238206148147583 "data"
"31fc9" 0.283545017242432 "data"
"31fc9" 0.251268863677979 "data"
"31fc9" 0.261387825012207 "data"
"31fc9" 0.25043511390686 "data"
"31fc9" 0.24060320854187 "data"
"31fc9" 0.241080045700073 "data"
"31fc9" 0.248226881027222 "data"
"31fc9" 0.2205650806427 "data"
