"alpha" "timer_states" "timer_mean" "labile_mean" "labile_stdev" "attn_mean" "attn_stdev" "gap_cancel_prob" "gap_timer_rate" "cue_cancel_prob" "cue_timer_rate"
0 20 0.150000005960464 0.0799999982118607 16 0.0500000007450581 16 0 0.25 0 0.25
1 100 0.300000011920929 0.259999990463257 16 0.200000002980232 16 0 1.75 0 1.75
