"sid" "alpha" "timer_states" "timer_mean" "labile_mean" "attn_mean" "gap_timer_rate" "cue_timer_rate" "lat_mean_anti" "amp_mean_anti" "rsp_mean_anti" "class"
"1f330" 1 100 0.150000005960464 0.119999997317791 0.100000001490116 1.75 1 0.0810000002384186 0.551999986171722 1 1
"1f330" 0.75 20 0.224999994039536 0.119999997317791 0.100000001490116 1.75 1 0.0989999994635582 0.967000007629395 0.544000029563904 2
"1f330" 0.75 20 0.300000011920929 0.0799999982118607 0.150000005960464 1 1.25 0.0750000029802322 0.967000007629395 0.379999995231628 2
"1f330" 1 20 0.275000005960464 0.159999996423721 0.0500000007450581 1.75 1.75 0.0850000008940697 0.551999986171722 1 2
"1f330" 0.75 20 0.25 0.159999996423721 0.0500000007450581 0.25 1.75 0.0900000035762787 0.967000007629395 0.779999971389771 2
"1f330" 0.75 20 0.25 0.119999997317791 0.100000001490116 1.75 1 0.0740000009536743 0.967000007629395 0.607999980449677 2
"1f330" 0.75 20 0.25 0.0799999982118607 0.150000005960464 1.5 1 0.0970000028610229 0.967000007629395 0.42399999499321 2
"1f330" 0.75 20 0.200000002980232 0.140000000596046 0.100000001490116 1.75 1.75 0.0989999994635582 0.967000007629395 0.208000004291534 2
"1f330" 0.75 20 0.275000005960464 0.119999997317791 0.100000001490116 0.75 1.25 0.0759999975562096 0.958000004291534 0.46399998664856 2
"1f330" 0.75 20 0.300000011920929 0.159999996423721 0.0500000007450581 1 1.75 0.0979999974370003 0.967000007629395 0.727999985218048 2
"1f330" 0.75 20 0.200000002980232 0.119999997317791 0.100000001490116 1.75 0.75 0.0989999994635582 0.967000007629395 0.596000015735626 2
"1f330" 0.75 80 0.150000005960464 0.0799999982118607 0.150000005960464 0.25 0.5 0.0939999967813492 0.967000007629395 0.38400000333786 1
"1f330" 0.75 20 0.25 0.180000007152557 0.0500000007450581 1.75 1.75 0.0780000016093254 0.952000021934509 0.791999995708466 2
"1f330" 0.75 20 0.224999994039536 0.119999997317791 0.100000001490116 1.5 1 0.0879999995231628 0.967000007629395 0.547999978065491 2
"1f330" 0.75 20 0.200000002980232 0.119999997317791 0.100000001490116 1.25 1 0.0979999974370003 0.967000007629395 0.544000029563904 2
"1f330" 0.75 20 0.275000005960464 0.119999997317791 0.100000001490116 1.75 1.25 0.0949999988079071 0.967000007629395 0.684000015258789 2
"1f330" 1 80 0.150000005960464 0.0799999982118607 0.150000005960464 0.5 1.5 0.0879999995231628 0.551999986171722 1 1
"1f330" 1 100 0.300000011920929 0.119999997317791 0.0500000007450581 1.75 1.25 0.0920000001788139 0.551999986171722 1 1
"1f330" 0.75 20 0.174999997019768 0.0799999982118607 0.150000005960464 1 0.75 0.0979999974370003 0.967000007629395 0.335999995470047 2
"1f330" 0.75 20 0.224999994039536 0.159999996423721 0.0500000007450581 1.5 1.25 0.090999998152256 0.962000012397766 0.815999984741211 2
"1f330" 0.75 80 0.25 0.0799999982118607 0.150000005960464 0.5 0.75 0.0799999982118607 0.967000007629395 0.356000006198883 1
"1f330" 0.75 80 0.224999994039536 0.180000007152557 0.0500000007450581 0.75 1.5 0.096000000834465 0.967000007629395 0.575999975204468 1
"1f330" 0.75 20 0.224999994039536 0.119999997317791 0.100000001490116 1.25 1 0.090999998152256 0.967000007629395 0.600000023841858 2
"1f330" 0.75 20 0.300000011920929 0.119999997317791 0.100000001490116 1.75 1.5 0.0879999995231628 0.967000007629395 0.684000015258789 2
"1f330" 0.75 80 0.200000002980232 0.119999997317791 0.100000001490116 0.25 0.75 0.0729999989271164 0.967000007629395 0.583999991416931 1
"1f330" 0.75 20 0.200000002980232 0.140000000596046 0.100000001490116 1.5 1.25 0.0890000015497208 0.967000007629395 0.391999989748001 2
"1f330" 0.75 80 0.25 0.0799999982118607 0.150000005960464 0.75 1 0.0869999974966049 0.967000007629395 0.30799999833107 1
"1f330" 0.75 80 0.200000002980232 0.159999996423721 0.0500000007450581 1 1.25 0.0920000001788139 0.955999970436096 0.744000017642975 1
"1f330" 1 100 0.150000005960464 0.0799999982118607 0.150000005960464 1.5 0.75 0.068000003695488 0.551999986171722 1 1
"1f330" 0.75 80 0.275000005960464 0.0799999982118607 0.150000005960464 0.25 1 0.0949999988079071 0.967000007629395 0.404000014066696 1
"1f330" 1 80 0.25 0.159999996423721 0.0500000007450581 1.5 1.25 0.0900000035762787 0.551999986171722 1 1
"1f330" 0.75 40 0.25 0.159999996423721 0.0500000007450581 0.5 1 0.0989999994635582 0.967000007629395 0.804000020027161 3
"1f330" 0.75 40 0.25 0.180000007152557 0.0500000007450581 0.75 1.75 0.0939999967813492 0.961000025272369 0.639999985694885 3
"1f330" 0.75 40 0.275000005960464 0.119999997317791 0.100000001490116 0.25 1.25 0.0979999974370003 0.967000007629395 0.555999994277954 3
"1f330" 0.75 40 0.224999994039536 0.119999997317791 0.100000001490116 1.25 1 0.0869999974966049 0.967000007629395 0.607999980449677 3
"1f330" 0.75 20 0.300000011920929 0.119999997317791 0.100000001490116 1.5 1.5 0.0710000023245811 0.967000007629395 0.624000012874603 2
"1f330" 0.75 40 0.224999994039536 0.180000007152557 0.0500000007450581 1.25 1.75 0.0799999982118607 0.967000007629395 0.656000018119812 3
"1f330" 0.75 40 0.25 0.180000007152557 0.0500000007450581 0.5 1.5 0.0759999975562096 0.967000007629395 0.680000007152557 3
"1f330" 0.75 40 0.224999994039536 0.180000007152557 0.0500000007450581 0.5 1.5 0.0879999995231628 0.961000025272369 0.684000015258789 3
"1f330" 1 80 0.150000005960464 0.0799999982118607 0.150000005960464 1.25 0.75 0.0979999974370003 0.551999986171722 1 1
"1f330" 1 40 0.25 0.159999996423721 0.0500000007450581 1.75 1.25 0.096000000834465 0.551999986171722 1 3
"1f330" 0.75 80 0.224999994039536 0.180000007152557 0.0500000007450581 1.75 1.25 0.068000003695488 0.967000007629395 0.755999982357025 1
"1f330" 0.75 40 0.150000005960464 0.119999997317791 0.100000001490116 1.25 0.75 0.0939999967813492 0.958999991416931 0.527999997138977 3
"1f330" 0.75 80 0.200000002980232 0.159999996423721 0.0500000007450581 1.25 1 0.0989999994635582 0.967000007629395 0.755999982357025 1
"1f330" 0.75 40 0.25 0.180000007152557 0.0500000007450581 0.25 1.75 0.0719999969005585 0.967000007629395 0.763999998569489 3
"1f330" 0.75 40 0.224999994039536 0.159999996423721 0.0500000007450581 1 1.25 0.0979999974370003 0.961000025272369 0.695999979972839 3
"1f330" 0.75 40 0.25 0.180000007152557 0.0500000007450581 1.75 1.5 0.0979999974370003 0.967000007629395 0.800000011920929 3
"1f330" 0.75 40 0.200000002980232 0.0799999982118607 0.150000005960464 1.5 0.75 0.0890000015497208 0.967000007629395 0.331999987363815 3
"1f330" 1 40 0.300000011920929 0.159999996423721 0.0500000007450581 1.75 1.75 0.0799999982118607 0.551999986171722 1 3
"1f330" 0.75 60 0.25 0.180000007152557 0.0500000007450581 0.25 1.5 0.0900000035762787 0.967000007629395 0.740000009536743 4
"1f330" 0.75 40 0.300000011920929 0.180000007152557 0.0500000007450581 0.5 1.75 0.0810000002384186 0.967000007629395 0.708000004291534 3
"1f330" 0.75 60 0.224999994039536 0.180000007152557 0.0500000007450581 0.25 1.5 0.0900000035762787 0.962000012397766 0.755999982357025 4
"1f330" 0.75 40 0.300000011920929 0.119999997317791 0.100000001490116 1.75 1.25 0.0920000001788139 0.967000007629395 0.800000011920929 3
"1f330" 0.75 40 0.275000005960464 0.119999997317791 0.100000001490116 0.5 1 0.0890000015497208 0.967000007629395 0.575999975204468 3
"1f330" 0.75 60 0.275000005960464 0.119999997317791 0.100000001490116 1 1.25 0.096000000834465 0.967000007629395 0.547999978065491 4
"1f330" 0.75 40 0.224999994039536 0.180000007152557 0.0500000007450581 1.5 1.5 0.0799999982118607 0.955999970436096 0.716000020503998 3
"1f330" 0.75 80 0.300000011920929 0.119999997317791 0.100000001490116 1.75 1.25 0.0900000035762787 0.967000007629395 0.800000011920929 1
"1f330" 1 40 0.150000005960464 0.0799999982118607 0.150000005960464 1.75 0.75 0.0799999982118607 0.551999986171722 1 3
"1f330" 1 60 0.150000005960464 0.0799999982118607 0.150000005960464 1 1.75 0.096000000834465 0.551999986171722 1 4
"1f330" 0.75 40 0.200000002980232 0.119999997317791 0.100000001490116 1.5 0.75 0.0790000036358833 0.967000007629395 0.575999975204468 3
"1f330" 0.75 40 0.25 0.180000007152557 0.0500000007450581 1.25 1.75 0.0920000001788139 0.967000007629395 0.76800000667572 3
"1f330" 0.75 40 0.275000005960464 0.119999997317791 0.100000001490116 1.5 1.25 0.0989999994635582 0.967000007629395 0.716000020503998 3
"1f330" 0.75 60 0.300000011920929 0.100000001490116 0.100000001490116 1.25 1.25 0.0979999974370003 0.967000007629395 0.73199999332428 4
"1f330" 0.75 80 0.200000002980232 0.119999997317791 0.100000001490116 1.5 0.75 0.0869999974966049 0.967000007629395 0.448000013828278 1
"1f330" 0.75 60 0.224999994039536 0.180000007152557 0.0500000007450581 0.75 1.5 0.0769999995827675 0.967000007629395 0.632000029087067 4
"1f330" 0.75 60 0.224999994039536 0.159999996423721 0.0500000007450581 1.5 1 0.0920000001788139 0.967000007629395 0.851999998092651 4
"1f330" 0.75 60 0.150000005960464 0.119999997317791 0.100000001490116 1 0.75 0.090999998152256 0.967000007629395 0.519999980926514 4
"1f330" 1 60 0.300000011920929 0.159999996423721 0.0500000007450581 1.5 1.75 0.0740000009536743 0.551999986171722 1 4
"1f330" 0.75 40 0.224999994039536 0.180000007152557 0.0500000007450581 0.25 1.75 0.0979999974370003 0.961000025272369 0.736000001430511 3
"1f330" 1 60 0.150000005960464 0.0799999982118607 0.150000005960464 1.75 0.75 0.0799999982118607 0.551999986171722 1 4
"1f330" 0.75 40 0.174999997019768 0.119999997317791 0.100000001490116 0.25 0.75 0.0769999995827675 0.967000007629395 0.568000018596649 3
"1f330" 0.75 60 0.224999994039536 0.180000007152557 0.0500000007450581 1.75 1.25 0.0799999982118607 0.961000025272369 0.720000028610229 4
"1f330" 1 60 0.150000005960464 0.119999997317791 0.100000001490116 1.75 1 0.096000000834465 0.551999986171722 1 4
"1f330" 0.75 60 0.300000011920929 0.119999997317791 0.100000001490116 0.25 1.25 0.0839999988675117 0.967000007629395 0.564000010490417 4
"1f330" 0.75 40 0.300000011920929 0.159999996423721 0.0500000007450581 1 1.5 0.0839999988675117 0.967000007629395 0.763999998569489 3
"1f330" 1 40 0.25 0.159999996423721 0.0500000007450581 1.5 1.5 0.0900000035762787 0.551999986171722 1 3
"1f330" 1 60 0.300000011920929 0.159999996423721 0.0500000007450581 1.75 1.75 0.0989999994635582 0.551999986171722 1 4
"1f330" 0.75 40 0.174999997019768 0.140000000596046 0.100000001490116 0.75 1.5 0.0949999988079071 0.953000009059906 0.291999995708466 3
"1f330" 0.75 60 0.25 0.159999996423721 0.0500000007450581 0.75 1.25 0.0970000028610229 0.967000007629395 0.695999979972839 4
"1f330" 1 60 0.150000005960464 0.0799999982118607 0.150000005960464 1.5 0.75 0.0759999975562096 0.551999986171722 1 4
"1f330" 0.75 60 0.25 0.119999997317791 0.100000001490116 1.5 1 0.0989999994635582 0.967000007629395 0.723999977111816 4
"1f330" 1 100 0.150000005960464 0.0799999982118607 0.150000005960464 0.5 0.75 0.090999998152256 0.551999986171722 1 1
"1f330" 0.75 20 0.200000002980232 0.140000000596046 0.100000001490116 0.25 1.5 0.0860000029206276 0.948000013828278 0.432000011205673 2
"1f330" 0.75 60 0.224999994039536 0.180000007152557 0.0500000007450581 0.5 1.5 0.0860000029206276 0.961000025272369 0.639999985694885 4
"1f330" 0.75 60 0.25 0.180000007152557 0.0500000007450581 0.5 1.5 0.0989999994635582 0.967000007629395 0.684000015258789 4
"1f330" 0.75 60 0.275000005960464 0.180000007152557 0.0500000007450581 0.5 1.5 0.0900000035762787 0.967000007629395 0.744000017642975 4
"1f330" 0.75 60 0.300000011920929 0.159999996423721 0.0500000007450581 1 1.5 0.0939999967813492 0.967000007629395 0.748000025749207 4
"1f330" 0.75 40 0.200000002980232 0.119999997317791 0.100000001490116 0.5 0.75 0.0939999967813492 0.967000007629395 0.444000005722046 3
"1f330" 0.75 60 0.275000005960464 0.140000000596046 0.100000001490116 0.5 1.25 0.096000000834465 0.967000007629395 0.492000013589859 4
"1f330" 0.75 40 0.224999994039536 0.180000007152557 0.0500000007450581 1.25 1.5 0.0920000001788139 0.955999970436096 0.759999990463257 3
"1f330" 0.75 80 0.174999997019768 0.140000000596046 0.100000001490116 1.25 1 0.0989999994635582 0.967000007629395 0.34400001168251 1
"1f330" 0.75 40 0.25 0.180000007152557 0.0500000007450581 1 1.75 0.0900000035762787 0.967000007629395 0.675999999046326 3
"1f330" 0.75 60 0.275000005960464 0.159999996423721 0.0500000007450581 0.25 1.25 0.0979999974370003 0.967000007629395 0.815999984741211 4
"1f330" 1 80 0.150000005960464 0.119999997317791 0.100000001490116 1.75 1 0.0949999988079071 0.551999986171722 1 1
"1f330" 1 20 0.150000005960464 0.100000001490116 0.100000001490116 1.5 0.75 0.0869999974966049 0.551999986171722 1 2
"1f330" 0.75 40 0.25 0.0799999982118607 0.150000005960464 0.75 1 0.0989999994635582 0.967000007629395 0.356000006198883 3
"1f330" 1 100 0.150000005960464 0.0799999982118607 0.150000005960464 0.5 1.75 0.0829999968409538 0.551999986171722 1 1
"1f330" 1 100 0.150000005960464 0.0799999982118607 0.150000005960464 1.75 0.75 0.0879999995231628 0.551999986171722 1 1
"1f330" 1 80 0.150000005960464 0.0799999982118607 0.150000005960464 1.75 0.75 0.0759999975562096 0.551999986171722 1 1
"31fc9" 0.75 100 0.25 0.159999996423721 0.0500000007450581 0.25 1 0.096000000834465 0.921999990940094 0.796000003814697 1
"31fc9" 1 100 0.174999997019768 0.100000001490116 0.100000001490116 0.25 0.75 0.0930000022053719 0.580999970436096 1 1
"31fc9" 0.75 100 0.300000011920929 0.100000001490116 0.100000001490116 0.25 1 0.0970000028610229 0.921999990940094 0.703999996185303 1
"31fc9" 0.75 100 0.275000005960464 0.159999996423721 0.0500000007450581 0.75 1 0.0810000002384186 0.921999990940094 0.791999995708466 1
"31fc9" 0.75 100 0.150000005960464 0.0799999982118607 0.150000005960464 0.25 0.5 0.0769999995827675 0.921999990940094 0.46000000834465 1
"31fc9" 1 100 0.150000005960464 0.100000001490116 0.100000001490116 0.25 0.5 0.0590000003576279 0.580999970436096 1 1
"31fc9" 0.75 100 0.224999994039536 0.100000001490116 0.100000001490116 0.25 0.75 0.0890000015497208 0.921999990940094 0.620000004768372 1
"31fc9" 0.75 100 0.224999994039536 0.159999996423721 0.0500000007450581 0.5 0.75 0.0850000008940697 0.921999990940094 0.824000000953674 1
"31fc9" 1 100 0.174999997019768 0.100000001490116 0.100000001490116 0.75 1 0.0810000002384186 0.580999970436096 1 1
"31fc9" 0.75 100 0.224999994039536 0.180000007152557 0.0500000007450581 0.5 1 0.0599999986588955 0.921999990940094 0.716000020503998 1
"31fc9" 0.75 100 0.300000011920929 0.119999997317791 0.100000001490116 0.5 1 0.068000003695488 0.921999990940094 0.671999990940094 1
"31fc9" 0.75 100 0.300000011920929 0.159999996423721 0.0500000007450581 0.5 1.25 0.0729999989271164 0.921999990940094 0.748000025749207 1
"31fc9" 0.75 100 0.200000002980232 0.159999996423721 0.0500000007450581 0.5 0.75 0.096000000834465 0.916999995708466 0.712000012397766 1
"31fc9" 0.75 100 0.275000005960464 0.180000007152557 0.0500000007450581 0.75 1.25 0.096000000834465 0.921999990940094 0.804000020027161 1
"31fc9" 0.75 100 0.224999994039536 0.100000001490116 0.100000001490116 1.25 0.75 0.0769999995827675 0.921999990940094 0.716000020503998 1
"31fc9" 0.75 100 0.300000011920929 0.140000000596046 0.0500000007450581 1.25 1.25 0.0780000016093254 0.921999990940094 0.84799998998642 1
"31fc9" 0.75 100 0.25 0.100000001490116 0.100000001490116 1.5 0.75 0.0930000022053719 0.921999990940094 0.84799998998642 1
"31fc9" 0.75 100 0.224999994039536 0.140000000596046 0.0500000007450581 1.5 0.75 0.0979999974370003 0.921999990940094 0.899999976158142 1
"31fc9" 1 100 0.224999994039536 0.140000000596046 0.0500000007450581 1.5 0.75 0.0890000015497208 0.580999970436096 1 1
"31fc9" 0.75 100 0.200000002980232 0.159999996423721 0.0500000007450581 1.5 0.75 0.0599999986588955 0.916999995708466 0.716000020503998 1
"31fc9" 0.75 100 0.275000005960464 0.119999997317791 0.100000001490116 0.75 1 0.0890000015497208 0.921999990940094 0.575999975204468 1
"31fc9" 1 100 0.224999994039536 0.159999996423721 0.0500000007450581 1.75 0.75 0.0930000022053719 0.580999970436096 1 1
"31fc9" 0.75 100 0.300000011920929 0.100000001490116 0.100000001490116 1.75 1 0.0839999988675117 0.921999990940094 0.931999981403351 1
"31fc9" 1 100 0.300000011920929 0.100000001490116 0.100000001490116 1.75 1 0.0719999969005585 0.580999970436096 1 1
"31fc9" 0.75 100 0.150000005960464 0.0799999982118607 0.100000001490116 0.75 0.5 0.0949999988079071 0.921999990940094 0.723999977111816 1
"31fc9" 1 100 0.150000005960464 0.0799999982118607 0.100000001490116 0.75 0.5 0.0930000022053719 0.580999970436096 1 1
"31fc9" 1 100 0.150000005960464 0.0799999982118607 0.150000005960464 1.25 0.75 0.0890000015497208 0.580999970436096 1 1
"31fc9" 1 100 0.25 0.159999996423721 0.0500000007450581 1.75 1 0.063000001013279 0.580999970436096 1 1
"31fc9" 0.75 100 0.224999994039536 0.100000001490116 0.100000001490116 1 0.75 0.0989999994635582 0.921999990940094 0.671999990940094 1
"31fc9" 1 20 0.150000005960464 0.100000001490116 0.100000001490116 0.25 0.5 0.0869999974966049 0.580999970436096 1 2
"31fc9" 0.75 20 0.25 0.0799999982118607 0.150000005960464 0.25 1 0.0979999974370003 0.921999990940094 0.416000008583069 2
"31fc9" 0.75 20 0.224999994039536 0.159999996423721 0.0500000007450581 0.25 1.25 0.0810000002384186 0.907999992370605 0.808000028133392 2
"31fc9" 1 100 0.224999994039536 0.159999996423721 0.0500000007450581 1.5 1 0.0799999982118607 0.580999970436096 1 1
"31fc9" 1 100 0.150000005960464 0.119999997317791 0.100000001490116 1.75 1.25 0.0930000022053719 0.580999970436096 1 1
"31fc9" 1 20 0.150000005960464 0.100000001490116 0.100000001490116 0.25 0.75 0.0729999989271164 0.580999970436096 1 2
"31fc9" 0.75 20 0.300000011920929 0.119999997317791 0.100000001490116 0.25 1.25 0.061999998986721 0.910000026226044 0.663999974727631 2
"31fc9" 0.75 20 0.275000005960464 0.119999997317791 0.100000001490116 0.25 1.25 0.0890000015497208 0.916000008583069 0.648000001907349 2
"31fc9" 0.75 20 0.275000005960464 0.159999996423721 0.0500000007450581 0.25 1.75 0.063000001013279 0.912000000476837 0.759999990463257 2
"31fc9" 0.75 20 0.275000005960464 0.159999996423721 0.0500000007450581 0.5 1.25 0.0949999988079071 0.921999990940094 0.808000028133392 2
"31fc9" 0.75 20 0.200000002980232 0.0799999982118607 0.150000005960464 0.5 0.75 0.0640000030398369 0.921999990940094 0.335999995470047 2
"31fc9" 1 100 0.25 0.180000007152557 0.0500000007450581 1.5 1.5 0.0989999994635582 0.580999970436096 1 1
"31fc9" 1 100 0.150000005960464 0.0799999982118607 0.150000005960464 1.5 1.75 0.0949999988079071 0.580999970436096 1 1
"31fc9" 0.75 20 0.300000011920929 0.0799999982118607 0.150000005960464 0.5 1 0.0740000009536743 0.913999974727631 0.492000013589859 2
"31fc9" 0.75 20 0.224999994039536 0.159999996423721 0.0500000007450581 0.5 1 0.0829999968409538 0.916999995708466 0.791999995708466 2
"31fc9" 0.75 20 0.200000002980232 0.0799999982118607 0.150000005960464 0.25 0.75 0.0970000028610229 0.912000000476837 0.38400000333786 2
"31fc9" 1 20 0.174999997019768 0.0799999982118607 0.100000001490116 0.25 1.75 0.0920000001788139 0.580999970436096 1 2
"31fc9" 0.75 20 0.200000002980232 0.159999996423721 0.0500000007450581 0.25 1.25 0.0850000008940697 0.902999997138977 0.808000028133392 2
"31fc9" 0.75 100 0.200000002980232 0.100000001490116 0.100000001490116 0.75 0.75 0.0850000008940697 0.921999990940094 0.515999972820282 1
"31fc9" 0.75 20 0.300000011920929 0.180000007152557 0.0500000007450581 0.5 1.75 0.0890000015497208 0.921999990940094 0.779999971389771 2
"31fc9" 0.75 100 0.200000002980232 0.0799999982118607 0.150000005960464 1.75 0.5 0.0900000035762787 0.862999975681305 0.404000014066696 1
"31fc9" 0.75 20 0.275000005960464 0.180000007152557 0.0500000007450581 0.5 1.75 0.0719999969005585 0.921999990940094 0.736000001430511 2
"31fc9" 0.75 20 0.275000005960464 0.159999996423721 0.0500000007450581 0.75 1.25 0.0989999994635582 0.921999990940094 0.804000020027161 2
"31fc9" 1 20 0.174999997019768 0.0799999982118607 0.100000001490116 0.5 1.75 0.0879999995231628 0.580999970436096 1 2
"31fc9" 0.75 20 0.25 0.119999997317791 0.100000001490116 0.5 1 0.0670000016689301 0.915000021457672 0.53600001335144 2
"31fc9" 1 20 0.150000005960464 0.100000001490116 0.100000001490116 1 0.75 0.0710000023245811 0.580999970436096 1 2
"31fc9" 0.75 20 0.300000011920929 0.180000007152557 0.0500000007450581 1 1.75 0.0989999994635582 0.921999990940094 0.695999979972839 2
"31fc9" 1 100 0.150000005960464 0.0799999982118607 0.150000005960464 0.5 1 0.0930000022053719 0.580999970436096 1 1
"31fc9" 0.75 20 0.25 0.159999996423721 0.0500000007450581 0.75 1.25 0.0850000008940697 0.921999990940094 0.755999982357025 2
"31fc9" 0.75 20 0.25 0.119999997317791 0.100000001490116 1 1.25 0.096000000834465 0.921999990940094 0.519999980926514 2
"31fc9" 1 100 0.224999994039536 0.159999996423721 0.0500000007450581 1.25 1.25 0.0930000022053719 0.580999970436096 1 1
