"variable" "component" "type" "value" "sigma" "id" ".min" ".max" "low" "high"
"labile_mean" 3 "pro" 0.15261417271232 0.0230442917518575 "pro3" 0.0799999982118607 0.259999990463257 0.129569880960463 0.175658464464178
"labile_mean" 4 "anti" 0.134405594463202 0.0343076901275183 "anti4" 0.0799999982118607 0.259999990463257 0.100097904335683 0.16871328459072
"labile_mean" 4 "pro" 0.151526001103957 0.0215143650433622 "pro4" 0.0799999982118607 0.259999990463257 0.130011636060595 0.173040366147319
"timer_mean" 1 "anti" 0.226443092401424 0.097539202291688 "anti1" 0.150000005960464 0.300000011920929 0.150000005960464 0.300000011920929
"timer_mean" 1 "pro" 0.231293843590182 0.0274170280713379 "pro1" 0.150000005960464 0.300000011920929 0.203876815518844 0.25871087166152
"timer_mean" 2 "anti" 0.222512758336961 0.0470736235156086 "anti2" 0.150000005960464 0.300000011920929 0.175439134821353 0.26958638185257
"timer_mean" 2 "pro" 0.237885086212154 0.0614102390367171 "pro2" 0.150000005960464 0.300000011920929 0.176474847175436 0.299295325248871
"timer_mean" 3 "anti" 0.223874174838035 0.0446484544164235 "anti3" 0.150000005960464 0.300000011920929 0.179225720421611 0.268522629254458
"timer_mean" 3 "pro" 0.233307087456617 0.0272807484713062 "pro3" 0.150000005960464 0.300000011920929 0.206026338985311 0.260587835927923
"timer_mean" 4 "anti" 0.227587415506599 0.0449779312657869 "anti4" 0.150000005960464 0.300000011920929 0.182609484240812 0.272565346772386
"timer_mean" 4 "pro" 0.234654732246213 0.0276317522361258 "pro4" 0.150000005960464 0.300000011920929 0.207022980010087 0.262286484482338
"timer_states" 1 "anti" 89.9186991014818 6.21770579102167 "anti1" 20 100 83.7009933104601 96.1364048925035
"timer_states" 1 "pro" 100 0.00175465480205721 "pro1" 20 100 99.9982453451979 100
"timer_states" 2 "anti" 20 0.00230828917840886 "anti2" 20 100 20 20.0023082891784
"timer_states" 2 "pro" 31.1393643706895 6.25659594755572 "pro2" 20 100 24.8827684231338 37.3959603182452
"timer_states" 3 "anti" 40 0.00239042551039118 "anti3" 20 100 39.9976095744896 40.0023904255104
"timer_states" 3 "pro" 80 0.00174592054893167 "pro3" 20 100 79.9982540794511 80.0017459205489
"timer_states" 4 "anti" 59.9999999999999 0.00242484693776561 "anti4" 20 100 59.9975751530622 60.0024248469377
"timer_states" 4 "pro" 60 0.0017320630867217 "pro4" 20 100 59.9982679369133 60.0017320630867
